source,tender_id,title,title_en,department,budget,winning_bid,winner_name,winner_tax_id,method,category,announcement_date,submission_deadline,award_date,tor_url,tor_text,announcement_url,num_bidders,status,scraped_at
MRTA,MRTA-37696,ประกาศประกวดราคาซื้อพร้อมพัฒนาระบบการแสดงผลข้อมูลการให้บริการรถไฟฟ้า (Smart City) โครงการรถไฟฟ้ามหานคร สายเฉลิมรัชมงคล ประจำปีงบประมาณ พ.ศ. ๒๕๖๙ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,,,,,e-bidding,services,2026-07-15,,,,,https://www.mrta.co.th/th/e-bidding/37696,,open,2026-07-20T11:24:13.476991+00:00
MRTA,MRTA-37673,ประกาศประกวดราคาเช่าเครื่องกรองน้ำดื่ม ประจำปีงบประมาณ พ.ศ. 2570 - 2572,,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,,,,,e-bidding,goods,2026-07-13,,,,,https://www.mrta.co.th/th/e-bidding/37673,,open,2026-07-20T11:24:13.477087+00:00
